id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46038069,Cozy room In San Diego California,135424295,Patricia,,Clairemont Mesa,32.8275,-117.1764,Private room,59,1,32,2024-12-07,0.82,3,78,7,"STR-09401L, 648975"
46038206,SD Getaway - Stylish Studio w/ Spacious Yard,270127613,Nathan,,Pacific Beach,32.8043164,-117.2204622,Entire home/apt,104,2,225,2024-12-09,4.45,8,170,51,"STR-02075L, 635901"
46049505,The Rosemont II - La Jolla Luxury,270127613,Nathan,,La Jolla,32.8272057,-117.2776526,Entire home/apt,282,2,186,2024-12-03,3.68,8,171,51,"STR-07198L, 641353"
46051453,The Rosemont - La Jolla Luxury,270127613,Nathan,,La Jolla,32.8271647,-117.2776808,Entire home/apt,390,2,122,2024-11-25,2.42,8,170,29,"STR-07196L, 641352"
46055121,Betty- Guesthouse near CBX & San Ysidro border,128940013,Beatrice,,Mission Bay,32.57091,-117.05666,Entire home/apt,116,1,333,2024-12-08,6.69,1,301,71,"STR-05302L, 637103"
46065401,Bright Airy Beach Studio - Great Live & Work Space,338281143,Laura,,Pacific Beach,32.80389,-117.26012,Entire home/apt,150,3,65,2024-11-18,1.42,2,341,11,"STR-01329L, 634762"
46066280,2 BED 2 BATH  townhome close to everything in SD,373375130,Jorge/Carlos,,Serra Mesa,32.80684,-117.15198,Entire home/apt,600,31,58,2022-11-22,1.17,1,89,0,
46073261,"Cozy Condo - Heart of North Park, 91 Walk Score!",7446870,Cory,,North Hills,32.75558,-117.13697,Entire home/apt,,31,10,2024-08-01,0.21,1,0,1,
46085526,Aqua-Sun-Kissed Shores -Cozy Beach Cottage,30235788,Rachel,,Mission Bay,32.78228,-117.25122,Entire home/apt,208,2,185,2024-11-18,3.68,2,310,45,"STR-00235L, 626561"
46089463,Studio Guest House in Historic South Park District,12695189,Rene,,Balboa Park,32.724072046025405,-117.13050336064897,Entire home/apt,150,31,121,2024-12-02,2.55,1,232,3,"STR-02466L, 641979"
46759407,"Charming 2 Bedroom, 2 Bath House,20 Steps To Ocean",874515,Luke,,Mission Bay,32.78283,-117.2532,Entire home/apt,149,31,10,2023-10-04,0.23,28,365,0,"STR-04433L, 509390"
46799468,B5331 La Jolla Beach Bungalow,38690778,Bluewater Vacation Homes,,La Jolla,32.8604,-117.25312,Entire home/apt,1245,1,36,2024-11-10,0.76,92,307,7,"STR-02118L, 632630"
46803221,CONDO steps from boardwalk (#2) w/parking & A/C!,38288010,Karen L.,,Mission Bay,32.76151,-117.25066,Entire home/apt,141,2,125,2024-06-06,2.68,6,287,1,"STR-04965L, 624863"
46813663,Windansea🏖Electric Ave Retreat - Walk to Beach!,102929864,Laura,,La Jolla,32.82424,-117.27404,Entire home/apt,558,3,117,2024-12-07,2.42,9,264,39,"STR-04343L, 643666"
46815624,Pacific Beach Urban Oasis w/ Outdoor Entertaining,43349223,Evan,,Pacific Beach,32.80433,-117.24388,Entire home/apt,270,2,159,2024-12-15,3.26,89,262,33,"STR-08671L, 637617"
46838860,"A cozy trailer in South Park - San Diego, CA",126991765,Jody,,South Park,32.72632,-117.12399,Entire home/apt,60,31,25,2024-02-14,0.52,1,87,1,
46848425,"Tricked Out 1B/1B, PETS,AC, Putting Green, Firepit",108641976,Jeremy,,Nestor,32.57797,-117.09177,Entire home/apt,190,31,72,2024-06-09,1.49,1,140,1,
46850898,Newly Renovated Stylish Guest Suite/ Private,378479636,Them,,Webster,32.73267,-117.08351,Entire home/apt,,2,78,2024-09-01,1.62,1,2,15,"STR-06163L, 646868"
46894814,Modern industrial with huge outdoor space!,253729759,Abodewell,,Little Italy,32.72616,-117.1671,Entire home/apt,229,2,37,2024-06-16,0.80,9,148,2,"STR-07656L, 646821"
46896904,Modern Surf Getaway,334018303,Bretlyn,,Mission Bay,32.77347,-117.25037,Entire home/apt,378,2,94,2024-10-14,1.98,1,282,23,"STR-01063L, 644326"
46940191,Bayview Bliss: Your Serene Shore Escape,148124983,Michelle,,Mission Bay,32.79577,-117.23106,Entire home/apt,209,3,74,2024-09-15,1.55,1,299,18,"STR-07060L, 648389"
46947809,Paradise Penthouse: Mission Beach and Bay,91698147,Angela,,Mission Bay,32.77511,-117.25066,Entire home/apt,332,6,150,2024-11-29,3.55,1,250,36,"STR-01794L, 639251"
46966052,Sophisticated Charm in the Heart of Downtown!,29286398,Christine,,Gaslamp Quarter,32.70737,-117.16001,Entire home/apt,160,31,0,,,46,363,0,
46986719,"Family friendly BeachHome w/hot-tub, large deck",377119323,Cameron,,Roseville,32.73498,-117.22882,Entire home/apt,299,2,201,2024-12-19,4.14,1,261,44,STR-00051L
47027909,Nice and cozy!,221226252,Jean Paul,,Linda Vista,32.76719,-117.17885,Private room,161,31,0,,,1,364,0,
47033730,CoastalGlam 1Bd+Pool+HotTub+Parking by UCSD/beach,146202663,Jonathan&Cindy,,University City,32.86905,-117.22127,Entire home/apt,178,2,42,2024-12-05,0.88,8,17,3,"STR-09912L, 654403"
47036583,Gaslamp Modern Condo,17528754,Sahar,,East Village,32.70788,-117.15477,Entire home/apt,188,31,0,,,1,80,0,
47038790,"*Gorgeous* BohoLux 1BR Apt w/Heated Pool, Parking",146202663,Jonathan&Cindy,,Old Town,32.75859,-117.17952,Entire home/apt,83,31,13,2024-06-22,0.28,8,71,1,
47048707,Little Italy 1 bedroom + 1 parking space,39826563,Veronica,,Cortez Hill,32.7208,-117.16351,Entire home/apt,,31,4,2024-08-24,0.09,6,0,1,
47072055,Pristine 3BR Oceanview | Chef's Kitchen| Hot Tub,111814852,Vacasa California,,La Jolla,32.83748,-117.27845,Entire home/apt,680,3,15,2024-10-16,0.32,11,365,2,"STR-05858L, 520188"
47073385,Steps to the Sand - Dog Friendly - Parking,189087382,Linda,,Ocean Beach,32.75119,-117.25142,Entire home/apt,250,3,167,2024-12-09,3.92,1,247,54,"STR-00150L, 642059"
47073530,Private Studio Minutes To Freeways/Shopping/Hiking,298305601,Duong,,Rancho Penasquitos,32.96617,-117.11576,Entire home/apt,90,2,87,2024-06-27,1.93,2,170,2,"STR-06072L, 642484"
47075963,Sonder The Baker | Queen Room,224859198,Sonder (San Diego),,East Village,32.71278,-117.15452,Private room,120,1,288,2024-12-05,6.01,8,108,32,Exempt
47076094,Sonder The Baker | Accessible King Room,224859198,Sonder (San Diego),,East Village,32.71461,-117.15575,Private room,114,1,19,2024-11-01,0.43,8,54,2,Exempt
47076151,Sonder The Baker | Spacious Queen Room,224859198,Sonder (San Diego),,East Village,32.71275,-117.15617,Private room,130,1,63,2024-10-13,1.34,8,68,7,Exempt
47076194,Sonder The Baker | Double Queen Room,224859198,Sonder (San Diego),,East Village,32.71372,-117.15635,Private room,126,1,121,2024-10-10,2.53,8,72,16,Exempt
47113326,🏖️⭐𝐏𝐨𝐨𝐥+𝗛𝗼𝘁𝗧𝘂𝗯 2bed/2bath King Size Bed,380690507,Ricardas,,Linda Vista,32.76897,-117.17248,Entire home/apt,,10,31,2024-06-08,0.64,1,0,2,"STR-00864L, 642699"
47142127,Private RV in the backyard Oasis,179037903,Blanca,,Bonita Long Canyon,32.66265,-117.01034,Entire home/apt,85,30,12,2024-10-31,0.27,2,179,2,
47144945,Beautiful finished oasis style home.,380870931,Lance,,Mountain View,32.69323,-117.10112,Entire home/apt,,31,4,2022-12-19,0.15,3,365,0,
47202010,Cape-Cod House * 3 Levels+Sky Deck * Stunning View,3017970,Surf Style,,Mission Bay,32.7873,-117.25318,Entire home/apt,822,3,13,2023-11-07,0.28,166,291,0,"STR-02401L, 520073"
47304039,Private Rm Near Downtown SanDiego/Park/NavalBase T,83149408,Cherie,,Valencia Park,32.69735,-117.08154,Private room,54,1,28,2024-10-28,0.59,4,90,8,"STR-05951L, 644785"
47336389,Refreshing Beach Getaway in the Heart of San Diego,147276739,Urban Sands,,Pacific Beach,32.79516,-117.24458,Entire home/apt,230,3,82,2024-09-23,1.69,51,5,24,"STR-00173L, 637945"
47340071,"Sunny, Secluded & Spacious w/ Hot tub+Tennis+Beach",5812017,Rohan,,La Jolla,32.85313,-117.24679,Entire home/apt,,5,24,2024-10-27,0.50,1,60,4,"STR-03016L, 637163"
47358234,Private Rm Near Downtown SanDiego/Park/NavalBase D,83149408,Cherie,,Valencia Park,32.69751,-117.08299,Private room,47,1,41,2024-10-20,0.87,4,90,9,"STR-05951L, 644785"
47358995,Gorgeous Gaslamp Mid Century Loft with Parking,56734081,Nicole,,East Village,32.71208,-117.1588,Entire home/apt,135,31,20,2024-08-10,0.44,1,269,2,
47376278,Beautiful Retreat steps from Adams Avenue,46785782,Julia,,Normal Heights,32.76406,-117.11357,Entire home/apt,180,31,86,2024-09-01,1.79,1,57,1,
47401378,North Park close to restaurants and bars,225127719,David,,North Hills,32.7437,-117.12433,Entire home/apt,86,2,81,2024-12-07,3.15,1,165,43,"STR-06830L, 647364"
47411810,A  Modern City Apartment close to everything in SD,16130027,Daniel,,Memorial,32.70268,-117.12461,Entire home/apt,,1,54,2024-10-20,1.16,4,0,4,"STR-04287L, 645759"
47424941,"Renovated 2BR/2BA, minutes from Balboa Park/DT 59",380870931,Lance,,Grant Hill,32.70712,-117.13632,Entire home/apt,,31,17,2023-06-03,0.51,3,40,0,"STR-04480L, 643841"
47424960,"Cozy Studio, Great Location, Separate Entrance!",361965302,Rosemary,,Balboa Park,32.71674,-117.14477,Entire home/apt,65,31,18,2024-08-30,0.40,2,364,3,
47428636,"Steps to Beach! Secure Parking, Centrally located.",26446977,Ashwini,,Mission Bay,32.78272,-117.25351,Entire home/apt,211,3,194,2024-12-01,4.21,1,55,36,"STR-00782L, 637508"
47445612,Ultra Modern Penthouse Loft - Walk to Everything,73558871,Travis,,Midtown,32.74625,-117.15386,Entire home/apt,140,2,208,2024-12-08,4.41,8,168,52,"STR-08285L, 644728"
47447406,Private Rm Near Downtown SanDiego/Park/NavalBase S,83149408,Cherie,,Valencia Park,32.69887,-117.08312,Private room,46,1,65,2024-11-30,1.74,4,87,18,"STR-05951L, 644785"
47447832,SD Home for Kids & Pets near LaJolla UCSD Beaches,383028016,Tina,,University City,32.8597,-117.18725,Entire home/apt,375,3,17,2024-12-02,0.47,1,355,6,"STR-10132L, 646062"
47451791,B5320 Sea Glass La Jolla,38690778,Bluewater Vacation Homes,,La Jolla,32.81546,-117.27258,Entire home/apt,2249,1,7,2024-10-16,0.16,92,200,2,"STR-03159L, 634303"
47468269,Windows to the Ocean,382716608,Preeti,,Pacific Beach,32.79866,-117.25737,Entire home/apt,400,3,158,2024-11-25,3.31,1,319,36,"STR-00263L, 519424"
47471892,Gorgeous Modern California Beach Condo,24091463,Isabel,,Loma Portal,32.75384,-117.22762,Entire home/apt,145,31,3,2023-08-27,0.07,2,275,0,
47487709,Charming Bankers Hill House,13451653,Kenneth,,Midtown,32.74404,-117.16494,Entire home/apt,250,1,65,2024-09-29,1.38,1,255,6,"STR-06417L, 647621"
47488230,Cute and Cozy Cottage in Hillcrest/Bankers Hill,34073051,Kelly,,Midtown,32.74255,-117.16063,Entire home/apt,125,2,146,2024-12-08,3.05,17,76,21,"STR-07027L, 648358"
47488969,Beach+Bay Getaway: portable a/c+pets+parking+beach,37353287,Nancys,,Mission Bay,32.76665,-117.25023,Entire home/apt,348,1,28,2024-10-07,0.64,60,357,7,"STR-01949L, 518759"
47508549,San Diego room Getaway in Cottage home Downtown,97330061,Lily,,Mountain View,32.69701,-117.11586,Private room,80,1,19,2024-07-08,0.39,3,364,1,"STR-10529L, 656301"
47519262,"New Remodel: Modern Luxe Home, Heart of San Diego",1706552,Avishag,,University City,32.84286,-117.21985,Entire home/apt,510,7,5,2024-11-06,0.11,2,167,2,"STR-06683L, 648005"
47519669,2BR Bayview | Balcony | Firepit | W/D,88168913,Vacasa San Diego,,Mission Bay,32.786331026523584,-117.25396502793186,Entire home/apt,544,3,39,2024-12-01,0.83,34,361,10,"STR-02622L, 518861"
47531274,"Remodeled Flat w/View, Parking, W/D, Fireplace",8875994,Janella,,Balboa Park,32.713947,-117.145088,Entire home/apt,145,7,30,2024-11-10,0.63,12,353,17,"STR-06395L, 647475"
47531571,Private Beach Cottage with Vintage Charm,3748918,Robin,,La Jolla,32.8314,-117.27321,Entire home/apt,147,3,93,2024-12-07,1.95,1,133,19,"STR-06622L, 644734"
47998604,"Pacific Beach Azul - Spacious Home, Sunset Views!",386929495,David,,Pacific Beach,32.795213725282714,-117.24170563145015,Entire home/apt,843,2,185,2024-12-02,3.93,1,354,46,"STR-03086L, 637414"
48001437,B  Modern City Apartment close to everything in SD,16130027,Daniel,,Memorial,32.70063,-117.12324,Entire home/apt,,31,33,2024-03-24,0.76,4,0,1,"STR-04287L, 645759"
48018293,Fox Hollow - South Park Cottage w BBQ island & AC,23787546,Elizabeth,,South Park,32.72286,-117.12856,Entire home/apt,365,31,106,2023-07-28,2.26,2,203,0,
48026930,Bay Front Condo,130768356,Richard,,Mission Bay,32.76452,-117.25043,Entire home/apt,,5,7,2023-02-19,0.17,2,144,0,"STR-00149L, 518803"
48032809,Beach Getaway! Just steps to the beach,254826659,Millie,,Ocean Beach,32.75502,-117.25046,Entire home/apt,356,2,150,2024-10-07,3.19,9,84,14,"STR-04488L, 638675"
48037273,Beach Oasis! Free Bikes! Ideal for Couple/Families,12596933,Enrique,,Mission Bay,32.78037,-117.25151,Entire home/apt,182,2,286,2024-11-29,6.06,1,266,43,"STR-00325L, 637128"
48040953,1 Bedroom Suite in the Vibrant Hillcrest area,20704144,William,,Midtown,32.73914,-117.16076,Entire home/apt,,2,1,2023-03-03,0.05,5,0,0,Exempt
48043642,"Fabulous Ocean Front Paradise- 8BR, 5 BA-Sleeps 21",874515,Luke,,Mission Bay,32.78577,-117.254,Entire home/apt,1200,4,5,2024-04-10,0.12,28,319,1,"STR-03058L, 504680"
48044372,Private Room in Fashion Hills,22459966,Lauren,,Linda Vista,32.77077,-117.16577,Private room,69,31,10,2023-11-01,0.23,13,170,0,
48046764,1stResorts.com 2 WATERVIEW FAMILY VILLAS HOTTUB BC,302760328,Jacqueline,,Midtown,32.73802,-117.17654,Entire home/apt,399,2,4,2021-07-19,0.09,7,272,0,"STR-03249L, 636941"
48047134,"Private, scenic, cozy,  SD you won't want to leave",142641137,Xavier,,Midtown,32.73594,-117.17273,Entire home/apt,94,2,178,2024-12-15,3.92,4,240,48,"STR-00401L, 636732"
48056945,Shoreline by AvantStay | Amazing Beachfront Home,326010257,AvantStay San Diego,,Mission Bay,32.76208,-117.25211,Entire home/apt,4494,1,48,2024-11-24,1.03,68,278,8,"STR-00541L, 518628"
48057328,Pt Loma Panoramic Views - 2 Bedroom Suite,258680569,Andrea,,Roseville,32.73227,-117.226,Entire home/apt,500,2,30,2024-07-14,0.70,2,265,2,"STR-07043L, 645407"
48060190,Private room in Otay Ranch Neighborhood STR23-0031,365859700,Ferdinand,,Otay Ranch,32.61903762817383,-116.98252868652344,Private room,55,360,36,2024-03-31,0.76,3,365,2,STR23-0031
48066690,1BR/1BA Apt in Mission Valley,25283240,Ed,,Old Town,32.75893,-117.17897,Entire home/apt,99,31,8,2024-11-03,0.20,3,343,1,
48067127,Large 2 Bed 1.5 Bath Mission Bay Ho!,71215410,Peter,,Bay Ho,32.81567,-117.21658,Entire home/apt,200,31,0,,,1,179,0,
48070209,"Beautiful home in central San Diego w parking, A/C",7862065,Michelle,,North Hills,32.75129,-117.13232,Entire home/apt,241,2,68,2024-12-14,1.50,2,77,29,"STR-00868L, 643878"
48072814,Comfy Home for the Night!,109699771,Alexa,,Rancho Del Rey,32.64469,-117.03197,Private room,77,31,5,2021-10-12,0.11,2,269,0,
48076131,"Beautiful Point Loma, 1 bed/1 bath private suite",46111373,Patricia,,Loma Portal,32.74871,-117.22,Private room,104,3,74,2024-10-28,1.76,3,90,24,"STR-01121L, 638816"
48081037,Boho Bay View Breezes,17424255,Carrie,,Grant Hill,32.70925,-117.14419,Entire home/apt,131,5,59,2024-07-19,1.36,1,81,8,"STR-07053L, 648045"
48089204,Elegant 1 Bedroom in a Prime Location Free Parking,121784457,Elcim,,Core,32.71525,-117.15521,Entire home/apt,139,31,8,2022-05-23,0.17,17,243,0,
48094435,"Sun, Sand & Free Bikes : Ideal for Family Getaways",386860705,Sarah,,Mission Bay,32.78109359741211,-117.25234985351562,Entire home/apt,186,1,317,2024-11-15,6.73,2,258,61,"STR-00323L, 637127"
48108832,Lovers Cove! Ocean/Bay front Condo in OB,254826659,Millie,,Ocean Beach,32.75269,-117.24919,Entire home/apt,290,2,208,2024-12-01,4.43,9,170,47,"STR-04488L, 638675"
48109455,"Casita w/Private Pool, King Bed, Full Kitchen!",78486118,Jayne,,Old Town,32.7451,-117.18385,Entire home/apt,223,1,145,2024-11-26,3.10,1,243,36,"STR-00085L, 638194"
48109615,Vista by AvantStay | Stunning Oceanfront Estate,326010257,AvantStay San Diego,,La Jolla,32.85899,-117.24763,Entire home/apt,3361,1,81,2024-10-24,1.29,68,305,8,"STR-00539L, 624861"
48109689,Avalon III by AvantStay | Modern Condo w/ Views,326010257,AvantStay San Diego,,Midtown,32.743053,-117.177612,Entire home/apt,289,1,43,2024-11-16,0.97,68,320,13,"STR-01375L, 630705"
48109759,Sonrisa I by AvantStay | Bright Pacific Beach Home,326010257,AvantStay San Diego,,Pacific Beach,32.80473,-117.24201,Entire home/apt,,1,16,2024-12-16,0.37,68,0,4,"STR-00775L, 630729"
48119722,House of Sunsets@Convention Center,28615168,Almond Tree,,East Village,32.71067,-117.15362,Entire home/apt,213,31,18,2022-11-28,0.55,3,365,0,
48120116,La Jolla Beach Home Wind and Sea,357895140,Brian,,La Jolla,32.828579925583135,-117.27823721120623,Entire home/apt,495,5,42,2024-12-02,0.92,2,261,16,"STR-03137L, 643488"
48122949,Charming East Coast style home in Del Mar w/ pool,111950789,Wesley,,Del Mar Heights,32.94986,-117.25594,Entire home/apt,850,4,41,2024-10-20,0.90,1,6,7,"STR-02701L, 611541"
48134791,Endless Summer by AvantStay | Beachfront Oasis,326010257,AvantStay San Diego,,Mission Bay,32.79072,-117.25057,Entire home/apt,2760,1,73,2024-12-11,1.60,68,317,12,"STR-05679L, 629201"
48135318,Sonrisa 2 Unit Buyout (I & II) by AvantStay,326010257,AvantStay San Diego,,Pacific Beach,32.80473,-117.24201,Entire home/apt,,31,11,2024-09-18,0.26,68,0,2,"STR-00775L, 630729"
48135451,Sonrisa III by AvantStay | 10mins to Belmont Park,326010257,AvantStay San Diego,,Pacific Beach,32.80466,-117.24199,Entire home/apt,,1,14,2024-12-08,0.32,68,0,6,"STR-00778L, 631501"
48138168,"Cozy Ocean Front 4 Cottages- R&R, BBQ Sleeps 16-20",874515,Luke,,Mission Bay,32.785313,-117.254036,Entire home/apt,1449,4,0,,,28,242,0,"STR-04133L, 505710"
48146253,Private  Ranch Style Home Near La Jolla Shores,2015818,Susan,,La Jolla,32.84814,-117.24985,Entire home/apt,322,2,95,2024-12-08,2.21,1,359,32,"STR-01339L, 643643"
48156399,"""Mid-city Solace"" executive condo by Petco Park!",56877804,Birsen,,East Village,32.71026,-117.15538,Entire home/apt,160,31,1,2021-06-30,0.02,8,178,0,
48159842,Romantic Balboa Park studio 1&2 bedroom holds 6 PL,17013472,Rafi,,Midtown,32.73948,-117.16096,Entire home/apt,314,31,2,2022-11-15,0.06,2,90,0,
48167076,1 Bedroom Condo includes 1 Parking space,39826563,Veronica,,Gaslamp Quarter,32.70919,-117.15971,Entire home/apt,85,31,3,2024-06-30,0.07,6,364,1,
48183619,TROPICAL BEACH HIDEAWAY - BAY/BEACH/BIKES,36148546,Kai,,Pacific Beach,32.79562,-117.23382,Entire home/apt,110,2,210,2024-12-14,4.54,5,316,53,"STR-07331L, 648606"
48184068,Pacific Beach Stunning Villa Outdoor Shower Tub AC,9832430,Ricardo,,Pacific Beach,32.80038,-117.23166,Entire home/apt,191,2,89,2024-12-08,1.91,20,354,32,"STR-08829L, 629915"
48184360,Mission Bay 4Bed Beauty!,74651815,Tim,,Bay Park,32.78833,-117.19182,Entire home/apt,542,4,14,2024-07-26,0.31,2,256,1,"STR-08580L, 650165"
48188004,"Elegant 2-BR Apt in the heart of PB, Plaza Condo",160659473,Natasha,,Pacific Beach,32.80239,-117.23647,Entire home/apt,190,30,11,2024-10-11,0.27,2,365,2,"STR-07397L, 648625"
48195109,CA Dreamin' - hot tub & expansive ocean views,165140345,Julie,,La Jolla,32.82868,-117.26881,Entire home/apt,2000,5,12,2024-06-24,0.28,1,362,1,"STR-05866L, 644494"
48200127,Charming and Pleasant Place,388874758,Noemi,,City Heights West,32.74835,-117.1172,Entire home/apt,87,2,83,2024-12-01,1.78,1,17,24,"STR-05251L, 625502"
48200237,B5332 Spanish Palms at Windansea,38690778,Bluewater Vacation Homes,,La Jolla,32.82678,-117.28013,Entire home/apt,741,1,50,2024-12-01,1.10,92,260,7,"STR-02341L, 620384"
48202536,"Bayside 5 Bed, 3bath-1 Block to Ocean/Bay-Sleeps16",874515,Luke,,Mission Bay,32.77277370000001,-117.2508141,Entire home/apt,600,3,1,2024-06-10,0.15,28,235,1,"STR-05029L, 506590"
48203345,"Clean, Modern Pet-Friendly Home w/ AC Close to DT",92825055,Scott,,Mount Hope,32.71188,-117.10706,Entire home/apt,,2,9,2024-09-23,1.29,1,0,9,"STR-07244L, 637458"
48244651,Ocean Front * Top Level + Sky Deck * Dog OK,3017970,Surf Style,,Mission Bay,32.77319,-117.25282,Entire home/apt,279,3,37,2024-09-27,0.80,166,323,6,"STR-02703L, 519116"
48246593,Covered Backyard lounge w/Fire Pit|King Bed|BBQ,114569804,Shawn,,Clairemont Mesa,32.816619873046875,-117.17520904541016,Entire home/apt,288,2,326,2024-12-18,7.04,2,316,73,"STR-06141L, 647048"
48255204,Quiet and Charming Chalet-like Townhome With Beaut,39150333,Cheryl Ann,,Mission Bay,32.763318,-117.249954,Entire home/apt,,75,0,,,8,0,0,
48269409,2 Bdrm / Roof Deck / Tandem Parking / Beach & Bay!,366027177,Ryan,,Mission Bay,32.77462,-117.25169,Entire home/apt,197,4,67,2024-11-29,1.51,6,169,21,"STR-05085L, 645739"
48270821,Remodeled & Spacious Apt Ocean Beach Sunset Cliffs,20773519,Marc,,Ocean Beach,32.74071,-117.25427,Entire home/apt,321,3,81,2024-10-21,1.77,2,165,23,"STR-01522L, 639095"
48299974,Modern Pacific Beach Gem – Walk to Beach & Dining,259091235,Mari Katherine,,Pacific Beach,32.80626,-117.23934,Entire home/apt,559,2,165,2024-11-25,3.55,4,338,25,"STR-00520L, 637440"
48300443,"Private, Guesthouse",313105799,Daniel,,Northwest,32.62385,-117.08592,Entire home/apt,115,3,57,2024-11-01,1.24,2,159,12,STR24-0067
48301475,Bay Park Bliss: Modern Ocean View Studio,49282351,Jess & Eric,,Bay Park,32.79879,-117.20814,Entire home/apt,93,3,99,2024-12-08,2.15,1,238,32,"STR-07883L, 644766"
48927380,"Charming Beach House, Steps to the Beach",4699911,Stay In Tamarindo,,Pacific Beach,32.799739837646484,-117.25407409667969,Entire home/apt,596,1,32,2024-11-17,0.75,1,352,9,"STR-03840L, 637161"
48940363,2 bedroom home away from home for young family,11295162,Tracy,,Mission Bay,32.76684345246253,-117.25160193985703,Entire home/apt,267,3,117,2024-12-12,2.61,3,252,40,"STR-00940L, 623905"
48943681,Artfully-styled bungalow in the heart of it all!,31991928,Cardo,,Normal Heights,32.75655,-117.11562,Entire home/apt,170,3,38,2024-10-28,0.86,47,332,11,"STR-01817L, 643631"
48945349,Private Luxurious Rooftop Deck & Private Jacuzzi.,136769784,Robert And Maria,,Normal Heights,32.75917,-117.11406,Entire home/apt,286,2,115,2024-12-21,4.51,1,136,45,"STR-02146L, 645064"
48958761,Ensuite Twin Bunk Private Room in Stylish Hostel,363513699,Samesun,,Ocean Beach,32.74626,-117.25057,Private room,,1,20,2024-11-02,0.46,8,338,5,Exempt
48959896,Two 3-story Houses * Walk to Ocean * 6 Parking,3017970,Surf Style,,La Jolla,32.85272,-117.25396,Entire home/apt,2027,3,1,2023-04-23,0.05,166,202,0,"STR-03341L, 634748"
48960405,4 Bed Private Room in Stylish Hostel,363513699,Samesun,,Ocean Beach,32.74626,-117.25057,Private room,154,1,13,2024-09-15,0.30,8,359,3,Exempt
48962247,Modern Retreat Just Outside The City,390706460,Jay,,Southcrest,32.69071,-117.10419,Entire home/apt,93,2,219,2024-12-08,4.84,27,265,42,"STR-04022L, 642660"
48964396,Bay Park Oasis,136309377,Eddie,,Bay Park,32.79964,-117.2089,Entire home/apt,254,3,68,2024-12-13,1.71,1,282,17,"STR-01360L, 638613"
48977472,Beautiful Room by USD,4135448,Claire,,Moreno Mission,32.76915,-117.19087,Private room,53,1,30,2024-12-16,0.78,2,32,9,"STR-00768L, 642803"
48995695,"Cozy Casa Palma! (SUPs, bikes, & Bonfires)",53441918,Andrew,,Mission Bay,32.78271,-117.23751,Entire home/apt,,31,273,2024-06-02,6.67,1,0,43,"STR-02414L, 645041"
49002661,"“ La Cantina """,30496774,Abraham,,Normal Heights,32.75788,-117.12453,Entire home/apt,132,3,53,2024-11-30,1.23,2,360,8,"STR-03975L, 645718"
49028433,Cozy Cove Steps from the Sea!,3019550,Janice,,Ocean Beach,32.74017,-117.25239,Entire home/apt,124,2,266,2024-12-08,6.02,1,40,60,"STR-02585L, 645295"
49041413,North Mission Bayside Upper Unit *Newly Remodeled*,140340485,Lacy,,Mission Bay,32.77476,-117.25193,Entire home/apt,299,3,101,2024-12-14,2.28,8,276,31,"STR-04353L, 51332"
49042957,1stResorts.com 2 WATERVIEW FAMILY VILLAS HOTTUB AB,302760328,Jacqueline,,Midtown,32.73819,-117.17448,Entire home/apt,1559,2,11,2024-05-05,0.24,7,224,1,"STR-03230L, 636942"
49045869,Primary BE/BA in central San Diego,36662258,Itzel,,City Heights West,32.75418,-117.11347,Private room,95,2,24,2024-11-02,0.55,3,179,9,"STR-04614L, 637454"
49056071,Fresh Modern & Comfy Apt Near It All (+parking)!,64369150,Porter,,Pacific Beach,32.80397339192044,-117.21794360434185,Entire home/apt,113,2,217,2024-12-02,4.92,7,164,41,"STR-03746L, 635663"
49077586,Crown Point Oasis By the Bay - Walk to the Sand!,22012010,Rome,,Mission Bay,32.78634,-117.23732,Entire home/apt,244,3,87,2024-10-05,2.12,50,261,18,"STR-02812L, 629929"
49087493,Point Loma Bay View Backyard,111434062,Sarah,,Loma Portal,32.73541,-117.23792,Entire home/apt,,3,10,2023-12-29,0.32,1,356,1,"STR-07229L, 648566"
49092261,B5335 Bayside Breeze,38690778,Bluewater Vacation Homes,,Mission Bay,32.78461,-117.25265,Entire home/apt,418,1,28,2024-08-30,0.66,92,108,3,"STR-03848L, 637183"
49095157,San Diego Condo < 4 Mi to Law Street Beach,126644161,Evolve,,Bay Ho,32.81357,-117.21831,Entire home/apt,,31,2,2021-09-16,0.05,79,0,0,
49095158,"San Diego Condo w/ Balcony, Views & Gym Access",126644161,Evolve,,Gaslamp Quarter,32.70828,-117.16057,Entire home/apt,,31,0,,,79,0,0,
49096843,Point Loma San Diego Condo steps to Kellogg Beach,382312803,Ernesto,,Wooded Area,32.70934,-117.23747,Entire home/apt,150,31,6,2023-06-03,0.14,1,71,0,
49098864,Coastal Del Mar Home less than a mile to the beach,9709125,Hillary,,Del Mar Heights,32.94383,-117.24867,Entire home/apt,300,31,0,,,2,179,0,
49100145,Historic Architecture and Urban Retreat,23719755,James,,Midtown,32.74681,-117.15778,Entire home/apt,406,2,39,2024-09-21,1.61,1,248,15,"STR-05638L, 646025"
49101060,Cottage room by downtown work from home,97330061,Lily,,Mountain View,32.69749,-117.11448,Private room,66,33,6,2022-10-11,0.13,3,269,0,
