id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29967,"Great home, 10 min walk to Beach",129123,Michael,,Pacific Beach,32.80751,-117.2576,Entire home/apt,268,4,115,2024-08-22,0.65,5,331,12,"STR-05218L, 645110"
54001,"La Jolla: 2 Bedrooms, 1 Bath, 3Blks 2 Ocean",252692,Marsha,,La Jolla,32.81301,-117.26856,Entire home/apt,159,3,346,2024-11-02,2.03,2,85,27,"STR-05706L, 523003"
62274,"charming, colorful, close to beach",302986,Isabel,,Pacific Beach,32.80583,-117.24244,Private room,91,1,933,2024-11-30,5.45,2,179,83,"STR-00821L, 520121"
62949,Pacific Beach Cozy Private Hideaway Free Bikes,21532,Lisa,,Pacific Beach,32.80655336124804,-117.23480750651349,Entire home/apt,100,1,1130,2024-12-09,7.52,4,138,102,"STR-06358L, 62086"
75668,San Diego Living by JA 2,401936,Johnathon,,North Hills,32.74699,-117.14243,Private room,45,31,196,2022-11-26,1.20,2,79,0,
77785,Old Town San Diego. Gated Community. Rent a Room.,417659,Alicia,,Old Town,32.749096,-117.191025,Private room,90,31,20,2022-09-10,0.24,1,98,0,
79300,San Diego living by JA 1,401936,Johnathon,,North Hills,32.74715,-117.1428,Private room,50,31,162,2022-12-13,0.97,2,73,0,
103417,La Jolla Retreat-ZenLife; 3 blocks to Ocean,252692,Marsha,,La Jolla,32.81321,-117.26853,Private room,67,3,261,2024-10-30,1.60,2,73,11,"STR-05706L, 523003"
103720,Gaslamp Room - Hillcrest House Bed & Breakfast,507423,Ann,,Midtown,32.74779,-117.1648,Entire home/apt,175,31,89,2023-05-06,0.54,9,53,0,Exempt
108349,Felspar Townhome- Beach Living by Boardwalk & Pier,546519,Juliana,,Pacific Beach,32.79783,-117.25416,Entire home/apt,467,6,165,2024-07-07,1.02,2,122,2,"STR-00365L, 520053"
126344,"Tourmaline House - Beach, Pet-Friendly, EV Charger",546519,Juliana,,Pacific Beach,32.80661,-117.25843,Entire home/apt,499,6,204,2024-06-29,1.27,2,305,3,"STR-00366L, 520229"
132966,Water View Studio in Pacific Beach!,555739,Rosana,,La Jolla,32.80934,-117.25913,Entire home/apt,90,31,43,2024-11-16,0.33,1,285,4,
149548,Mission Bay Getaway - Seaworld Beaches SUPER CLEAN,721326,Olivia,,Bay Park,32.79993,-117.20067,Private room,85,3,267,2024-11-15,1.64,2,160,13,"STR-07582L, 611381"
165967,MIKE'S PLACE - A PRIVATE  COTTAGE,790976,Mike,,West University Heights,32.75314,-117.15142,Entire home/apt,150,3,766,2024-12-18,4.70,2,161,50,"STR-01893L, 519224"
167804,"Mission Bay Rustic Retreat Studio, near Beaches",721326,Olivia,,Bay Park,32.80135,-117.20282,Private room,64,3,152,2024-10-05,1.01,2,179,15,"STR-07582L, 611381"
171212,Entire 3BR/2BA Condo in Beautiful Del Mar!,816767,Kayvon,,Carmel Valley,32.94568,-117.23229,Entire home/apt,110,30,78,2024-05-26,0.54,1,130,12,"STR-07941L, 648767"
176588,Mission Bay Cottage - SAN DIEGO,2139569,Doug,,Moreno Mission,32.77361,-117.2004,Entire home/apt,100,31,259,2023-02-18,1.60,2,88,0,
182428,Beachside Bliss 5: Steps to Ocean inMission Beach!,874515,Luke,,Mission Bay,32.76411,-117.25139,Entire home/apt,,31,21,2024-06-27,0.16,28,282,1,"STR-06132L, 519433"
182504,Sunny San Diego Home,874971,Stella,,Midtown,32.74316,-117.16748,Entire home/apt,,2,273,2024-10-22,1.68,1,0,22,"STR-05553L, 618861"
184238,"OB studio, ocean views, hot tub & garage parking!",883704,Scott,,Loma Portal,32.74109,-117.24503,Entire home/apt,162,2,633,2024-12-08,3.89,1,309,63,"STR-00049L, 629713"
189785,N. PB/La Jolla Ocean View a block to beach & surf!,915738,Jeff,,La Jolla,32.81041,-117.26637,Private room,110,31,43,2024-08-03,0.32,1,179,2,
190225,LJ Village Home with private pool & spa,918513,Paige,,La Jolla,32.84006,-117.26922,Entire home/apt,807,3,306,2024-12-01,1.99,1,234,36,"STR-00288L, 629298"
211583,"The Happy Little Cottage, just steps to sand...",1090651,J-Me & Clark,,Mission Bay,32.76757,-117.25103,Entire home/apt,207,3,255,2024-11-29,1.75,1,147,20,"STR-03699L, 618281"
213653,Beautiful Ocean View & Torrey PInes Serenity,660996,Kathy,,Torrey Pines,32.92565,-117.24847,Entire home/apt,711,5,53,2023-06-13,0.35,1,34,0,"STR-03611L, 604921"
246264,Central San Diego At Your Doorstep One Bedroom,1291828,Tomio,,Linda Vista,32.79579,-117.17383,Entire home/apt,79,31,63,2024-10-31,0.44,5,365,1,
252289,Private oasis w/ jacuzzi,861840,Catherine,,Old Town,32.75259,-117.17599,Entire home/apt,166,2,465,2024-04-15,3.07,1,292,7,"STR-07104L, 603701"
289088,"Quiet studio: King bed, AC, Washer",1501859,Belinda,,Midtown,32.74277,-117.17735,Entire home/apt,58,2,469,2024-12-17,2.97,2,57,63,"STR-02859L, 611101"
292285,Sleek & Modern OB/PT Loma Condo-Bch+Central Local,466847,Heather,,Loma Portal,32.75031,-117.23056,Entire home/apt,125,30,66,2024-08-19,0.52,1,139,9,"STR-09329L, 631356"
293133,San Diego Hillcrest area cozy Close to everything,797956,Michael,,North Hills,32.74925,-117.13299,Entire home/apt,97,31,0,,,1,365,0,
293609,Stunning Home -Indoor/Outdoor Style,1502676,Aaron,,West University Heights,32.75906,-117.14445,Entire home/apt,341,2,352,2024-12-01,2.52,5,75,22,"STR-02921L, 613561"
299720,Bankers Hill Studio by Balboa Park,384706,Dhiraj,,Midtown,32.73464,-117.16452,Entire home/apt,121,31,68,2024-10-31,0.43,1,144,2,
323773,Little Italy Penthouse w/Private Deck!,1657242,Kristin,,Cortez Hill,32.72237,-117.1652,Entire home/apt,225,31,3,2024-09-03,0.02,1,112,1,
343495,Private & Cozy Bohemian OB Cottage w/Hot Tub & AC,1012168,Chuck & Helen,,Ocean Beach,32.75152,-117.24682,Entire home/apt,149,3,380,2024-09-02,2.68,1,5,7,"STR-00117L, 612761"
359971,Hillcrest - (close to Zoo & Balboa Park),1821106,Marcela,,West University Heights,32.75568,-117.14679,Entire home/apt,113,3,97,2024-12-01,0.62,1,229,9,"STR-10547L, 631383"
366811,Private Floor to yourselves with game room,1852011,Brian,,Clairemont Mesa,32.81801,-117.16826,Entire home/apt,121,3,384,2024-12-19,2.50,1,79,27,"STR-02822L, 609681"
373322,Pacific Beach San Diego Bay,1402683,Sandra,,Mission Bay,32.7924,-117.23138,Entire home/apt,350,3,25,2024-07-22,0.17,2,113,2,"STR-07935L, 649053"
385760,"Super location,  beautiful neighborhood",1486293,Ann,,Loma Portal,32.75711,-117.22541,Private room,55,31,92,2024-05-20,0.60,1,352,1,
394524,Private Studio a block away from the beach,1972369,Edward,,Pacific Beach,32.802494,-117.25676,Entire home/apt,127,31,159,2023-11-25,1.05,1,365,0,"STR-06192L, 647063"
395071,Mission Beach meets Mission Bay,1974643,Debbie,,Mission Bay,32.79069,-117.25314,Entire home/apt,246,2,79,2024-08-14,0.51,1,362,1,"STR-04227L, 51864"
396390,Independent room in the back garden,1980775,Shirley,,Midtown,32.74359,-117.17584,Entire home/apt,111,3,276,2024-12-10,1.82,1,353,27,"STR-07586L, 631074"
401431,Charming Ocean Beach cottage,2003694,Edwin,,Ocean Beach,32.75103,-117.24745,Entire home/apt,126,2,99,2024-12-15,0.64,3,137,22,"STR-05916L, 617744"
438786,Craftsman home with large deck. Walk Everywhere!,2165667,Camila,,North Hills,32.74966,-117.14462,Entire home/apt,109,1,681,2024-12-16,5.35,2,323,35,"STR-07907L, 631470"
443994,Serene San Diego Canyon Getaway,2205580,Al,,Clairemont Mesa,32.80279,-117.18976,Entire home/apt,126,7,188,2024-08-18,1.24,2,58,5,"STR-06905L, 602121"
466663,Walk to bay/downtwn  park BLUE ROOM,2315442,Michael,,Park West,32.72699,-117.16578,Private room,49,1,833,2024-11-26,5.45,8,85,41,"STR-07583L, 629315"
468475,Garden Cottage blocks to bay/dwntwn,2315442,Michael,,Park West,32.72857,-117.16604,Private room,54,1,774,2024-12-01,5.11,8,58,49,"STR-07583L, 629315"
470520,Outdoor shower walk to all Greenrom,2315442,Michael,,Park West,32.72839,-117.16589,Private room,51,1,935,2024-12-06,6.14,8,80,30,"STR-07583L, 629315"
472433,Beachfront La Jolla Home - Sunsets!,2342941,John,,La Jolla,32.82787,-117.27975,Entire home/apt,1039,3,48,2024-10-20,0.32,1,251,2,"STR-03364L, 601182"
483688,"Cottage near Sea World, Old Town, & Beaches",2385909,James,,Moreno Mission,32.76597,-117.19067,Entire home/apt,278,2,399,2024-12-13,2.63,5,72,24,"STR-04332L, 629717"
500915,Craftsman in hip area near downtown,2471170,Matthew,,South Park,32.7264,-117.12624,Entire home/apt,285,4,73,2024-11-27,0.48,1,76,11,"STR-07464L, 631614"
506774,Cozy Backyard Cottage in South Park,2498685,Joy,,Balboa Park,32.71941,-117.129,Entire home/apt,70,31,332,2024-10-31,2.18,1,339,3,
519849,Eco Luxury Casita,2558457,Kristen,,Mission Bay,32.78917,-117.23352,Entire home/apt,190,3,182,2024-12-20,1.27,2,343,22,"STR-02590L, 616386"
528113,"Stylish Modern Condo, Stunning Views",2594906,Wendy,,Midtown,32.73608,-117.16177,Entire home/apt,119,31,47,2024-10-29,0.31,1,144,4,
560227,Rent a Bedroom in Mission Bay Luxury Home,57109,William,,Mission Bay,32.7873,-117.25408,Entire home/apt,200,90,2,2012-11-24,0.01,1,256,0,"STR-05320L, 617284"
561997,"ENCHANTING SANCTUARY, CENTRAL TO ALL",2740315,Beverlee,,Bay Park,32.80574591854606,-117.19545635388923,Entire home/apt,285,3,230,2024-11-25,1.52,1,355,25,"STR-06738L, 630255"
571822,La Jolla Kid Friendly Beach House,470998,Miriam,,La Jolla,32.81561,-117.26318,Entire home/apt,735,1,314,2024-11-30,2.24,1,327,24,"STR-01247L, 520254"
576112,Casita 2 Blocks to Beach,2833833,Ryder,,Pacific Beach,32.80451,-117.25308,Entire home/apt,145,2,826,2024-12-15,5.47,6,25,63,"STR-09082L, 612523"
585426,4 Br Large Family House Normal Heights San Diego,2885527,Linda,,Normal Heights,32.76731,-117.125,Entire home/apt,262,4,184,2024-12-01,1.23,2,132,14,"STR-00882L, 610281"
585469,Aunt Chris' San Diego Getaway New and Improved,2886419,Christine,,South Park,32.72963,-117.12269,Entire home/apt,160,1,704,2024-12-17,4.68,1,273,59,"STR-06778L, 618844"
587471,"OMG Views! Spacious-Modern, Jacuzzi, Beach & City",266381,Sean,,Ocean Beach,32.73408,-117.25157,Entire home/apt,875,3,103,2024-10-27,0.95,1,212,15,"STR-08903L, 608521"
589214,MOST POPULAR LISTING WALK TO BAY DOWNTOWN PARK/ZOO,2315442,Michael,,Park West,32.72781,-117.16383,Private room,48,1,1086,2024-11-24,7.27,8,6,52,"STR-07583L, 069316"
589254,Hillcrest San Diego Balboa Park Bedroom Bathroom,1117966,John,,Midtown,32.74217,-117.16377,Private room,75,31,193,2021-06-27,1.52,2,0,0,
591575,Luxury Condo with Lovely Ocean Views,2919820,Karl,,La Jolla,32.82898,-117.27846,Entire home/apt,360,3,107,2024-03-20,1.02,2,52,4,"STR-04232L, 519701"
597609,Vista Del Mar Two,2919820,Karl,,La Jolla,32.82901,-117.27849,Entire home/apt,360,3,112,2024-02-02,1.09,2,0,3,"STR-04569L, 617922"
599607,Backyard Treehouse Flat,2954330,Kim,,Midtown,32.74259,-117.17566,Entire home/apt,132,31,18,2023-04-03,0.34,1,365,0,
611250,Walk to bay downtownn Priv 1/2 bath,2315442,Michael,,Park West,32.72784,-117.16398,Private room,49,1,676,2024-12-06,4.48,8,72,58,"STR-07593L, 629315"
616718,Priv Bath Walk to Bay/downotwn/park,2315442,Michael,,Park West,32.72636,-117.16461,Private room,52,1,815,2024-12-02,5.41,8,80,38,"STR-07583L, 629315"
637308,La Jolla Castle in the Sky,3178591,David,,La Jolla,32.83984,-117.26885,Entire home/apt,1352,31,6,2022-07-07,0.12,1,281,0,"STR-07116L, 647547"
651542,Spanish Revival Home with a View,3006274,Kathryn,,Midtown,32.74323,-117.17623,Entire home/apt,179,32,218,2024-10-21,1.55,2,268,1,
655822,3 BR Home Spa Pool Rancho Penasquitos San Diego,2356843,Penelope,,Rancho Penasquitos,32.9524,-117.11426,Entire home/apt,400,7,13,2022-10-11,0.13,1,290,0,"STR-07024L, 610022"
657051,Walk to Balboa Park South Park Hot Tub Hideaway,3310631,Sean,,South Park,32.72266,-117.12402,Entire home/apt,137,2,315,2024-12-14,2.12,3,202,34,"STR-02470L, 603743"
670830,"Walk to bay/dwntwn/parkZoo, parking free/Lavender",2315442,Michael,,Park West,32.72632,-117.16597,Private room,49,1,710,2024-11-28,4.74,8,85,40,"STR-07583L, 629315"
691132,"Family Beach Home, 2 Blocks To Sand",129123,Michael,,Pacific Beach,32.80756,-117.25728,Entire home/apt,465,31,8,2021-12-30,0.06,5,365,0,"STR-05218L, 645110"
693579,1 Bed Apt- Ideal for Travel Nurse / Grad / Coder,3547828,Blair,,Balboa Park,32.7159,-117.14481,Entire home/apt,99,31,1,2019-12-29,0.02,24,365,0,
707175,"Harbor Club resort living downtownFor 1-2, no pets",3634860,Anne,,Marina,32.70958,-117.16148,Entire home/apt,140,31,2,2023-10-02,0.02,1,353,0,
723387,Modern Beach Cottage with AC-Steps from Sand in PB,3736562,Renee,,Pacific Beach,32.79429,-117.24269,Entire home/apt,204,1,171,2024-10-31,1.15,6,351,18,"STR-03708L, 630278"
741131,One Bedroom Ocean View San Diego Central Birdnest,1291828,Tomio,,Linda Vista,32.79647,-117.17435,Entire home/apt,110,31,58,2022-06-20,0.41,5,356,0,
747354,Quiet Canyon Retreat in heart of SD,3857763,Christine,,Old Town,32.75668,-117.17011,Entire home/apt,,6,50,2023-08-07,0.34,2,1,0,"STR-04111L, 617581"
756982,Perfect La Jolla Spanish Cottage,3985912,Andrew,,La Jolla,32.84279,-117.27129,Entire home/apt,,2,358,2024-12-15,2.52,1,0,22,"STR-07791L, 631095"
762405,"Crown Point 
Historical Beach 
Home +Casita",2558457,Kristen,,Mission Bay,32.78944,-117.23501,Entire home/apt,,4,2,2013-07-22,0.01,2,0,0,"STR-02590L, 616386"
778962,"1 of a kind!  North Park, Hillcrest, Univ. Heights",1502676,Aaron,,North Hills,32.7505,-117.14171,Entire home/apt,236,2,335,2024-09-29,2.30,5,64,17,"STR-02933L, 613581"
6,North Park Craftsmen House * Great for Families,29,Sara,,North Hills,32.75522,-117.12873,Entire home/apt,249,1,165,2024-10-20,0.82,1,9,12,"STR-04545L, 631067"
12447,Cozy Pacific Beach Hideaway!,48669,Jennifer,,Pacific Beach,32.80533,-117.234,Private room,87,6,4,2024-10-25,0.03,2,248,3,"STR-06735L, 631362"
806120,"South Park, Zoo- Retreat Walk to Balboa Park -",3310631,Sean,,South Park,32.72267,-117.12399,Entire home/apt,143,31,69,2024-07-15,0.53,3,143,2,
810931,Clean/Private BDRM/ Ideal for Grads/Intern/Coder,3547828,Blair,,East Village,32.71724,-117.15306,Private room,48,31,4,2024-07-31,0.06,24,51,1,
816942,"Great Location, Affordable & Fun!",3969352,Aaron & Jenny,,Grantville,32.78608,-117.10822,Entire home/apt,160,31,130,2024-11-05,0.89,2,342,6,"STR-07021L, 648140"
821576,"Surf, sand, comfort & great price!",129123,Michael,,Pacific Beach,32.80691,-117.25604,Entire home/apt,208,4,78,2024-09-23,0.53,5,328,14,"STR-07699L, 648825"
821991,Early 1900's Carriage House w/Views,4316337,Brook & Justin,,North Hills,32.744736362381026,-117.13011908100432,Entire home/apt,113,2,577,2024-12-16,4.13,1,343,62,"STR-06953L, 631718"
873742,Welcoming Bungalow close to it all!,4371822,Heather,,South Park,32.72521,-117.1274,Entire home/apt,141,3,600,2024-11-18,4.15,1,158,36,"STR-01448L, 622544"
885550,Centrally Located In Mission Valley,2806365,Catherine,,Grantville,32.78346,-117.10798,Entire home/apt,84,31,36,2024-12-08,0.26,1,267,3,
887573,Cozy Room in Pacifc Beach,4706066,Dragos,,Mission Bay,32.79113,-117.23302,Private room,69,3,102,2024-11-18,0.70,1,258,12,"STR-06368L, 647484"
888310,Luxury Condo  Close to Downtown San Di,3142348,Don,,Park West,32.72904,-117.16486,Entire home/apt,89,31,21,2024-11-01,0.26,4,144,1,
906070,Luxury Condo Del Mar(Carmel Valley),4849153,Raj,,Carmel Valley,32.94909,-117.23244,Entire home/apt,85,31,29,2024-09-30,0.20,1,220,3,
918743,PRIVATE BATHROOM! COZY & QUIET  :),4934787,Kr,,College Area,32.76313,-117.0798,Private room,35,31,115,2024-11-30,0.80,1,326,1,
925146,Windansea 2bd; check calendar for special $,2409798,Terry,,La Jolla,32.82857,-117.27858,Entire home/apt,190,1,451,2024-12-17,3.28,3,189,63,"STR-08889L, 631380"
925170,$100-150 night--Windansea #3,2409798,Terry,,La Jolla,32.82714,-117.27705,Entire home/apt,139,1,646,2024-12-05,4.63,3,180,79,"STR-08898L, 631377"
960642,"East Village Penthouse> Amenities, Parking, Petco",1457673,Kit,,East Village,32.70962,-117.15445,Entire home/apt,138,31,6,2024-10-28,0.05,11,61,1,
962857,Gaslamp Getaway!  Restaurant Row!  Fast Internet!,562621,Pipi,,Gaslamp Quarter,32.70775,-117.16069,Entire home/apt,109,31,23,2022-08-22,0.16,1,258,0,
964412,Perfect Oceanfront 1 Bedroom! -1006,8184593,Marc,,Pacific Beach,32.79923,-117.25734,Entire home/apt,402,3,17,2024-09-13,0.12,20,357,1,"STR-04491L, 51716"
973850,WindanSea Beach Cottage -Fire Chat Stroll to beach,5325745,Roland,,La Jolla,32.83126,-117.27444,Entire home/apt,593,2,50,2023-11-05,0.40,2,159,0,"STR-08649L, 606986"
977917,"Pacific Beach Oceanfront 1 BR Views, Views!- 207",8184593,Marc,,Pacific Beach,32.8009,-117.25708,Entire home/apt,402,3,35,2024-07-05,0.25,20,313,3,"STR-03481L, 600101"
977935,Oceanfront 1 BR in Pacific Beach Views & Pool-209,8184593,Marc,,Pacific Beach,32.79963,-117.25728,Entire home/apt,402,3,11,2024-09-28,0.08,20,83,2,"STR-03270L, 600102"
977954,Spacious Oceanfront 1BR in Pacific Beach! 406,8184593,Marc,,Pacific Beach,32.80122,-117.25934,Entire home/apt,402,3,25,2024-04-07,0.33,20,292,3,"STR-10769L, 51235"
977963,Oceanfront View 1 BR Best in Pacific Beach! - 509,8184593,Marc,,Pacific Beach,32.80108,-117.2589,Entire home/apt,402,3,12,2023-09-24,0.09,20,237,0,"STR-01677L, 51703"
977985,Ocean Views Forever! Pacific Beach 1BR  Pool! 609,8184593,Marc,,Pacific Beach,32.79835,-117.25596,Entire home/apt,402,3,49,2024-09-10,0.56,20,341,4,"STR-04358L, 600121"
978168,Pacific Beach Oceanfront 1 BR! -  706,8184593,Marc,,Pacific Beach,32.79644,-117.25628,Entire home/apt,402,3,13,2022-11-04,0.15,20,360,0,"STR-03332L, 51706"
978187,Oceanfront 1BR Condo w/ Unmatched Views & Pool 709,8184593,Marc,,Pacific Beach,32.79619,-117.25586,Entire home/apt,402,3,33,2023-09-27,0.44,20,260,0,"STR-03782L, 51708"
978199,Wow! 1BR Oceanfront Condo in Pacific Beach! - 809,8184593,Marc,,Pacific Beach,32.79824,-117.25601,Entire home/apt,402,3,25,2023-12-16,0.31,20,297,0,"STR-01824L, 51791"
978275,Fantastic Pacific Beach Ocean Front 2 BR-205!,8184593,Marc,,Pacific Beach,32.79943,-117.25704,Entire home/apt,545,3,46,2024-10-27,0.53,20,191,5,"STR-06238L, 51796"
978319,Awesome Oceanfront 2 BR in Pacific Beach!- 508,8184593,Marc,,Pacific Beach,32.80078,-117.25895,Entire home/apt,545,3,9,2024-07-23,0.11,20,119,1,"STR-01702L, 600105"
978349,Awesome Pacific Beach Oceanfront 2 BR! - 603,8184593,Marc,,Pacific Beach,32.80114,-117.25841,Entire home/apt,545,3,9,2024-08-11,0.12,20,134,2,"STR-02375L, 600107"
978368,Fabulous Oceanfront 2 BR! - 610,8184593,Marc,,Pacific Beach,32.80111,-117.25744,Entire home/apt,545,3,25,2024-08-05,0.18,20,203,4,"STR-04355L, 600141"
980232,Oceanfront 1BR Condo  Unmatched Views & Pool! -708,8184593,Marc,,Pacific Beach,32.8009,-117.25871,Entire home/apt,545,3,13,2024-03-30,0.15,20,238,3,"STR-02378L, 51802"
980406,Amazing Oceanfront Corner 2 BR - 812,8184593,Marc,,Pacific Beach,32.79901,-117.25725,Entire home/apt,582,3,16,2024-02-20,0.11,20,177,1,"STR-06238L, 51796"
992009,49 STEPS 2 - THE HEART of MISSION BEACH,22476,99 Steps,,Mission Bay,32.786821349231886,-117.25250096363142,Entire home/apt,,31,64,2018-08-27,0.46,1,180,0,"STR-05921L, 605921"
998231,Gorgeous Convenient San Diego Home,2527764,Kathy,,Linda Vista,32.7813,-117.18205,Entire home/apt,300,31,91,2021-06-20,0.65,1,359,0,
1003174,Charming cozy bedroom in San Diego,5062900,Susanna,,Balboa Park,32.72829,-117.13077,Private room,60,31,38,2023-12-10,0.28,1,323,0,
1034805,Kid Friendly Home With A/C Near Beach,5695845,Stephanie,,Pacific Beach,32.80629,-117.24603,Entire home/apt,500,6,16,2022-07-08,0.12,1,3,0,"STR-06651L, 629865"
1037247,Windansea #1; new kitchen,2409798,Terry,,La Jolla,32.82882,-117.27689,Entire home/apt,103,1,713,2024-12-07,5.05,3,144,86,"STR-08911L, 631375"
1063149,Modern townhouse with luxury spa,5851927,Tyler,,North Hills,32.75169,-117.13169,Entire home/apt,,3,90,2024-11-24,0.64,1,0,9,"STR-06796L, 607342"
1066097,Separate Entrance & Private Bath -  Bay Park,1292892,Xenia & Shawn,,Bay Park,32.78155,-117.20103,Private room,78,3,56,2024-11-08,0.40,1,171,11,"STR-06982L, 609621"
1072842,The Best Place In South Park!,5901435,Justin,,Balboa Park,32.72254,-117.12924,Entire home/apt,150,31,146,2023-09-04,1.03,1,180,0,"STR-98321L, 8675"
1080319,2 Bedroom Beach Home - South Mission Beach,5942374,Andrew,,Mission Bay,32.76117,-117.24918,Entire home/apt,355,2,236,2024-12-08,1.87,11,297,38,"STR-01503L, 621921"
1080326,3 Bedroom Water View Duplex - South Mission Beach,5942374,Andrew,,Mission Bay,32.76047,-117.24995,Entire home/apt,470,2,4,2020-06-29,0.04,11,283,0,"STR-01503L, 621921"
1080335,5 Bedroom Water View Home - South Mission Beach,5942374,Andrew,,Mission Bay,32.76104,-117.2495,Entire home/apt,950,2,46,2024-10-13,0.33,11,281,7,"STR-01566L, 609381"
1083576,"Quaint Cottage Heart of North Park, Location A+!",869862,John,,North Hills,32.74577,-117.13193,Entire home/apt,106,1,771,2024-12-15,5.46,1,158,74,"STR-00079L, 607521"
1108080,"""Hip"" Housing in North Park",6084137,Shawnee,,North Hills,32.74355,-117.13709,Entire home/apt,214,3,5,2023-07-15,0.05,3,356,0,"STR-07570L, 631970"
1109171,Pet-Friendly Private Cottage in North Park,12239315,Meredith,,North Hills,32.74672,-117.12161,Entire home/apt,84,31,315,2024-12-08,3.49,2,189,2,"STR-02488L, 634686"
1115516,Cozy Private Room in Pacific Beach,48669,Jennifer,,Pacific Beach,32.80746,-117.23471,Private room,87,6,46,2024-11-04,0.33,2,344,3,"STR-06735L, 631362"
1127311,31 Day Min 5-STAR Bed/Bath with Extras!,6183960,Susan,,Balboa Park,32.71798,-117.13071,Private room,75,31,224,2024-09-01,1.59,1,170,3,
1133487,2 Bdr Bungalow - Block from Beach!,2003694,Edwin,,Ocean Beach,32.75296,-117.24718,Entire home/apt,138,2,188,2024-12-08,1.35,3,173,35,"STR-05828L, 617682"
1166766,Luxury Gated Mission Bay Estate,6388958,Ali,,Bay Park,32.78337,-117.19911,Entire home/apt,914,3,31,2024-04-05,0.23,3,275,2,"STR-00048L, 621584"
1167130,Luxury Tuscan Estate,6388958,Ali,,Old Town,32.74569,-117.18702,Entire home/apt,854,3,32,2024-05-26,0.25,3,264,1,"STR-00538L, 621585"
1183323,Beach Escape! Well stocked! Large Decks! Peaceful!,6473290,Terri,,Mission Bay,32.78385925292969,-117.2520751953125,Entire home/apt,275,1,203,2024-12-08,1.47,1,137,26,"STR-03093L, 645047"
1198495,The Village Retreat!,5619197,La Jolla Dream Homes,,La Jolla,32.84386,-117.27335,Entire home/apt,495,3,164,2024-11-03,1.17,9,356,24,"STR-03118L, 636821"
1233047,Enjoy Stunning Views of San Diego!,6724344,David,,Roseville,32.72637,-117.23791,Entire home/apt,375,3,118,2024-08-01,0.84,1,346,6,"STR-07726L, 631587"
1246698,Pet-Friendly Blanca Bungalow Artist Retreat,4212739,Andrea,,South Park,32.72632,-117.12641,Entire home/apt,205,3,107,2024-11-16,2.81,1,103,50,"STR-00133L, 643355"
1252651,OB Blue BeachHome 2 Blks to Ocean,1445193,Susan,,Ocean Beach,32.74276,-117.25235,Entire home/apt,275,2,257,2024-12-08,2.46,2,178,21,"STR-00849L, 620824"
1255655,Colorful Condo located in San Diego,6839595,Chris,,Mission Valley,32.77351,-117.14657,Entire home/apt,211,31,30,2024-09-07,0.22,1,298,1,
1284694,Downtown Victorian Loft Views,6989346,John,,Grant Hill,32.71084,-117.14251,Entire home/apt,115,31,201,2024-03-02,1.44,13,171,1,
1285153,1 Bed in a 4 Bed Dorm at Fun Little Italy Hostel,3324885,International Travelers House,,Cortez Hill,32.72383,-117.16552,Shared room,99,1,188,2024-12-06,1.37,3,365,1,"STR-12345L, 627848"
1301778,Swanky Casa Ocean Beach 1 Blk to Beach w A/C,7078456,Joshua,,Ocean Beach,32.748878479003906,-117.2509765625,Entire home/apt,185,2,483,2024-12-08,3.47,2,55,41,"STR-03078L, 622341"
1309621,Ocean View Beach House (Sleeps 8) Steps 2 Beach,7118915,Cece,,Mission Bay,32.76643753051758,-117.2522964477539,Entire home/apt,,2,124,2024-11-29,0.97,2,327,26,"STR-06402L, 630290"
1316496,Big 3BD 2 blks to Beach Ocean View,7151315,Richard,,Pacific Beach,32.80727,-117.25695,Entire home/apt,227,2,306,2024-08-22,2.23,5,295,18,"STR-01362L, 606541"
1339446,"SanDiego, Hillcrest, 1 Master Bedroom & Bath",7263590,Nelson,,Midtown,32.74874,-117.14694,Private room,132,31,28,2019-07-21,0.20,1,365,0,
1344209,"Ocean View, Lush Oasis, 5 Blocks From Beach",7291892,Ethan,,Loma Portal,32.74315,-117.24113,Entire home/apt,349,2,186,2024-11-26,1.34,1,194,42,"STR-02305L, 644553"
1346986,The Cali Surf Palace,7307828,Sharon & Terry,,University City,32.84688,-117.21555,Private room,100,2,318,2024-09-23,2.29,1,345,20,"STR-06319L, 613201"
1349458,Downtown ComicCon Condo,3073794,Daniel,,Cortez Hill,32.721887767203235,-117.15842428154788,Entire home/apt,449,3,1,2014-07-27,0.01,1,0,0,"STR-10076L, 654781"
1364898,"Private Entry, Quiet, Spacious Queen Studio VIEW!",3322353,Mary & Jeff,,Mira Mesa,32.93489,-117.13761,Entire home/apt,110,31,135,2016-12-16,0.97,1,189,0,
1374898,On park. 1 bed apt.has air & small kitchen+w&d,7450232,Anthony,,West University Heights,32.7631,-117.14528,Entire home/apt,144,2,438,2024-12-12,3.16,1,165,25,"STR-07368L, 646583"
1388706,Modern/Custom Beach House - Del Mar,7512090,Cameron,,Del Mar Heights,32.93485,-117.25528,Entire home/apt,521,3,94,2024-12-01,0.76,1,302,18,"STR-04347L, 627884"
1393531,Soak in a Hot Tub at a Mediterranean Beach House,4088030,Jordan,,Ocean Beach,32.7521,-117.2501,Entire home/apt,1344,2,27,2021-11-27,0.19,3,363,0,"STR-07764L, 631182"
